Image;Object;Level;Class;Material;Camera Position;Light Color (RGB);Fog;Mask;ImageNet_Label;ShapeNet_Superclass
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_48_515.png;cowboy-hat-3;BaseMap;515;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_48_515_mask.png;cowboy hat, ten-gallon hat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_48_515.png;cowboy-hat-3;BaseMap;515;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_48_515_mask.png;cowboy hat, ten-gallon hat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_48_515.png;cowboy-hat-3;BaseMap;515;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_48_515_mask.png;cowboy hat, ten-gallon hat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_54_861.png;toilet-seat-1;BaseMap;861;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_54_861_mask.png;toilet seat;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_64_664.png;monitor-1;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_64_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;M_Tri_Wood;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Tri_Wood/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;M_Glass;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Glass/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_65_664.png;monitor-2;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);True;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Fog/WithFog/BaseMap_Actor_65_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle0/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=0.000 Y=-1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle1/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=0.000 Y=0.000 Z=0.400;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle2/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=0.000 Y=1.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle3/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Camera/Angle4/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=0.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light0/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light1/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.000000,G=0.000000,B=1.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light2/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=1.000000,G=1.000000,B=0.000000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light3/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;Default;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Light/Light4/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;M_Camo;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Camo/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;M_Noise;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Noise/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_66_664.png;monitor-3;BaseMap;664;M_Titanium;X=-1.000 Y=0.000 Z=0.200;(R=0.050000,G=0.050000,B=0.050000,A=0.000000);False;../../../../../../Users/Stud/Documents/Unreal Projects/Dataset_Renderer/Dataset/Material/M_Titanium/BaseMap_Actor_66_664_mask.png;monitor;<unmapped>
